,PhraseId,SentenceId,Phrase,Sentiment,final_subject,final_Phrase
6737,6738.0,270.0,"['[', ""'superbly"", ""'"", ',', ""'photographed"", ""'"", ',', ""'and"", ""'"", ',', ""'staged"", ""'"", ',', ""'by"", ""'"", ',', ""'mendes"", ""'"", ',', ""'with"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'series"", ""'"", ',', ""'of"", ""'"", ',', ""'riveting"", ""'"", ',', ""'set"", ""'"", ',', ""'pieces"", ""'"", ',', ""'the"", ""'"", ',', ""'likes"", ""'"", ',', ""'of"", ""'"", ',', ""'which"", ""'"", ',', ""'mainstream"", ""'"", ',', ""'audiences"", ""'"", ',', ""'have"", ""'"", ',', ""'rarely"", ""'"", ',', ""'seen"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['widowmaker', 'great', 'yarn']",[]
6765,6766.0,271.0,"['[', ""'"", 'a', ""'"", ',', ""'mesmerizing"", ""'"", ',', ""'cinematic"", ""'"", ',', ""'poem"", ""'"", ',', ""'from"", ""'"", ',', ""'the"", ""'"", ',', ""'first"", ""'"", ',', ""'frame"", ""'"", ',', ""'to"", ""'"", ',', ""'the"", ""'"", ',', ""'last"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['penetrating', 'potent', 'exploration', 'sanctimony']",[]
6778,6779.0,272.0,"['[', ""'after"", ""'"", ',', ""'the"", ""'"", ',', ""'first"", ""'"", ',', ""'10"", ""'"", ',', ""'minutes"", ""'"", ',', ""'"", ',', ""'"", ',', ""'which"", ""'"", ',', ""'is"", ""'"", ',', ""'worth"", ""'"", ',', ""'seeing"", ""'"", ']']",3.0,"['affect', 'amuse', 'sad', 'reflective']",[]
6794,6795.0,273.0,"['[', ""'it"", ""'"", ',', ""'has"", ""'"", ',', ""'become"", ""'"", ',', ""'apparent"", ""'"", ',', ""'that"", ""'"", ',', ""'the"", ""'"", ',', ""'franchise"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'best"", ""'"", ',', ""'years"", ""'"", ',', ""'are"", ""'"", ',', ""'long"", ""'"", ',', ""'past"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['ultimately', 'yes', 'pacing', 'lack', 'thematic', 'resonance', 'make', 'film', 'silly', 'scary', 'like', 'sort', 'martha', 'stewart', 'decorate', 'program', 'run', 'amok']",[]
6812,6813.0,274.0,"['[', ""'screenwriter"", ""'"", ',', ""'chris"", ""'"", ',', ""'ver"", ""'"", ',', ""'weil"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'directing"", ""'"", ',', ""'debut"", ""'"", ',', ""'is"", ""'"", ',', ""'good-natured"", ""'"", ',', ""'and"", ""'"", ',', ""'never"", ""'"", ',', ""'dull"", ""'"", ',', ""'"", ',', ""'"", ',', ""'but"", ""'"", ',', ""'its"", ""'"", ',', ""'virtues"", ""'"", ',', ""'are"", ""'"", ',', ""'small"", ""'"", ',', ""'and"", ""'"", ',', ""'easily"", ""'"", ',', ""'overshadowed"", ""'"", ',', ""'by"", ""'"", ',', ""'its"", ""'"", ',', ""'predictability"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['brown', 'sugar', 'signal', 'director', 'rick', 'famuyiwa', 'emergence', 'articulate', 'voice', 'cinema']",[]
6846,6847.0,275.0,"['[', ""'too"", ""'"", ',', ""'much"", ""'"", ',', ""'of"", ""'"", ',', ""'storytelling"", ""'"", ',', ""'moves"", ""'"", ',', ""'away"", ""'"", ',', ""'from"", ""'"", ',', ""'solondz"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'social"", ""'"", ',', ""'critique"", ""'"", ',', ""'"", ',', ""'"", ',', ""'casting"", ""'"", ',', ""'its"", ""'"", ',', ""'audience"", ""'"", ',', ""'as"", ""'"", ',', ""'that"", ""'"", ',', ""'of"", ""'"", ',', ""'intellectual"", ""'"", ',', ""'lector"", ""'"", ',', ""'in"", ""'"", ',', ""'contemplation"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'auteur"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'professional"", ""'"", ',', ""'injuries"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['cantet', 'beautifully', 'illuminate', 'mean', 'sometimes', 'inside', 'look', 'time', 'outside', 'look']",[]
6885,6886.0,276.0,"['[', ""'ultimately"", ""'"", ',', ""'"", ',', ""'"", ',', ""'sarah"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'dedication"", ""'"", ',', ""'to"", ""'"", ',', ""'finding"", ""'"", ',', ""'her"", ""'"", ',', ""'husband"", ""'"", ',', ""'seems"", ""'"", ',', ""'more"", ""'"", ',', ""'psychotic"", ""'"", ',', ""'than"", ""'"", ',', ""'romantic"", ""'"", ',', ""'"", ',', ""'"", ',', ""'and"", ""'"", ',', ""'nothing"", ""'"", ',', ""'in"", ""'"", ',', ""'the"", ""'"", ',', ""'movie"", ""'"", ',', ""'makes"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'convincing"", ""'"", ',', ""'case"", ""'"", ',', ""'that"", ""'"", ',', ""'one"", ""'"", ',', ""'woman"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'broken"", ""'"", ',', ""'heart"", ""'"", ',', ""'outweighs"", ""'"", ',', ""'all"", ""'"", ',', ""'the"", ""'"", ',', ""'loss"", ""'"", ',', ""'we"", ""'"", ',', ""'witness"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['fragile', 'framework', 'upon', 'hang', 'broad', 'mildly', 'character', 'seem', 'conjure', 'minute', 'prior', 'film']",[]
6929,6930.0,277.0,"['[', ""'the"", ""'"", ',', ""'jokes"", ""'"", ',', ""'are"", ""'"", ',', ""'flat"", ""'"", ',', ""'"", ',', ""'"", ',', ""'and"", ""'"", ',', ""'the"", ""'"", ',', ""'action"", ""'"", ',', ""'looks"", ""'"", ',', ""'fake"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['film', 'really', 'closer', 'porn', 'serious', 'critique', 'wrong', 'increasingly', 'pervasive', 'aspect', 'gay', 'culture']",[]
6941,6942.0,278.0,"['[', ""'"", 'a', ""'"", ',', ""'mildly"", ""'"", ',', ""'enjoyable"", ""'"", ',', ""'if"", ""'"", ',', ""'toothless"", ""'"", ',', ""'adaptation"", ""'"", ',', ""'of"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'much"", ""'"", ',', ""'better"", ""'"", ',', ""'book"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['film', 'gamble', 'occasionally', 'break', 'scene', 'animated', 'sequence', 'pay', 'sensitive', 'handling', 'delicate', 'subject', 'matter']",[]
6955,6956.0,279.0,"['[', ""'festers"", ""'"", ',', ""'in"", ""'"", ',', ""'just"", ""'"", ',', ""'such"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'dungpile"", ""'"", ',', ""'that"", ""'"", ',', ""'you"", ""'"", ',', '``', ""'d"", ""''"", ',', ""'swear"", ""'"", ',', ""'you"", ""'"", ',', ""'were"", ""'"", ',', ""'watching"", ""'"", ',', ""'monkeys"", ""'"", ',', ""'flinging"", ""'"", ',', ""'their"", ""'"", ',', ""'feces"", ""'"", ',', ""'at"", ""'"", ',', ""'you"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['tense', 'terrific', 'fun']",[]
6980,6981.0,280.0,"['[', ""'in"", ""'"", ',', ""'addition"", ""'"", ',', ""'to"", ""'"", ',', ""'the"", ""'"", ',', ""'overcooked"", ""'"", ',', ""'"", ',', ""'"", ',', ""'ham-fisted"", ""'"", ',', ""'direction"", ""'"", ',', ""'"", ',', ""'"", ',', ""'which"", ""'"", ',', ""'has"", ""'"", ',', ""'all"", ""'"", ',', ""'the"", ""'"", ',', ""'actors"", ""'"", ',', ""'reaching"", ""'"", ',', ""'for"", ""'"", ',', ""'the"", ""'"", ',', ""'back"", ""'"", ',', ""'row"", ""'"", ',', ""'"", ',', ""'"", ',', ""'the"", ""'"", ',', ""'dialogue"", ""'"", ',', ""'sounds"", ""'"", ',', ""'like"", ""'"", ',', ""'horrible"", ""'"", ',', ""'poetry"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['force', 'watch', 'people', 'unpleasant', 'thing', 'maintain', 'cool', 'distance', 'material', 'deliberately', 'unsettling']",[]
7013,7014.0,281.0,"['[', ""'"", 'a', ""'"", ',', ""'vile"", ""'"", ',', ""'"", ',', ""'"", ',', ""'incoherent"", ""'"", ',', ""'mess"", ""'"", ',', ""'"", '...', ""'"", ',', ""'"", 'a', ""'"", ',', ""'scummy"", ""'"", ',', ""'ripoff"", ""'"", ',', ""'of"", ""'"", ',', ""'david"", ""'"", ',', ""'cronenberg"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'brilliant"", ""'"", ',', ""'"", '`', ""'"", ',', ""'videodrome"", ""'"", ',', ""'"", '.', ""'"", ',', '``', ""'"", ""''"", ']']",0.0,"['sketch', 'punctuate', 'graphic', 'violence']",[]
7036,7037.0,282.0,"['[', ""'first"", ""'"", ',', ""'"", ',', ""'"", ',', ""'for"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'movie"", ""'"", ',', ""'that"", ""'"", ',', ""'tries"", ""'"", ',', ""'to"", ""'"", ',', ""'be"", ""'"", ',', ""'smart"", ""'"", ',', ""'"", ',', ""'"", ',', ""'it"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'kinda"", ""'"", ',', ""'dumb"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['vividly', 'convey', 'passion', 'creativity', 'fearlessness', 'one', 'mexico', 'colorful', 'controversial', 'artist', 'captivating', 'drama', 'speak', 'nonconformist', 'u']",[]
7052,7053.0,283.0,"['[', ""'"", 'i', ""'"", ',', ""'was"", ""'"", ',', ""'sent"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'copyof"", ""'"", ',', ""'this"", ""'"", ',', ""'film"", ""'"", ',', ""'to"", ""'"", ',', ""'review"", ""'"", ',', ""'on"", ""'"", ',', ""'dvd"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['celebrate', 'group', 'playful', 'spark', 'nonconformity', 'glance', 'vividly', 'back', 'hibiscus', 'grandly', 'call', 'angel', 'light']",[]
7066,7067.0,284.0,"['[', ""'"", '...', ""'"", ',', ""'silly"", ""'"", ',', ""'humbuggery"", ""'"", ',', ""'"", '...', ""'"", ']']",1.0,"['inevitable', 'double', 'arise', 'drama', 'wait', 'hear', 'john', 'malkovich', 'reedy', 'consigliere', 'pronounce', 'next', 'line']",[]
7070,7071.0,285.0,"['[', ""'is"", ""'"", ',', '``', ""n't"", ""''"", ',', ""'as"", ""'"", ',', ""'sharp"", ""'"", ',', ""'as"", ""'"", ',', ""'the"", ""'"", ',', ""'original"", ""'"", ',', ""'"", '...', ""'"", ',', ""'despite"", ""'"", ',', ""'some"", ""'"", ',', ""'visual"", ""'"", ',', ""'virtues"", ""'"", ',', ""'"", ',', ""'"", ',', ""'"", '`', ""'"", ',', ""'blade"", ""'"", ',', ""'ii"", ""'"", ',', '``', ""'"", ""''"", ',', ""'just"", ""'"", ',', ""'does"", ""'"", ',', '``', ""n't"", ""''"", ',', ""'cut"", ""'"", ',', ""'it"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['mostly', 'believable', 'refreshingly', 'quietly', 'inspirational', 'little', 'sport', 'drama']",[]
7091,7092.0,286.0,"['[', ""'"", 'a', ""'"", ',', ""'smart"", ""'"", ',', ""'"", ',', ""'"", ',', ""'arch"", ""'"", ',', ""'and"", ""'"", ',', ""'rather"", ""'"", ',', ""'cold-blooded"", ""'"", ',', ""'comedy"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['often', 'likable', 'often', 'meander', 'low', 'energy', 'eager', 'quirky', 'moment', 'little', 'storytelling', 'would', 'come', 'handy']",[]
7101,7102.0,287.0,"['[', ""'-lrb-"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'-rrb-"", ""'"", ',', ""'rather"", ""'"", ',', ""'thinly-conceived"", ""'"", ',', ""'movie"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['much', 'digitally', 'altered', 'footage']",[]
7108,7109.0,288.0,"['[', ""'its"", ""'"", ',', ""'flame-like"", ""'"", ',', ""'"", ',', ""'"", ',', ""'roiling"", ""'"", ',', ""'black-and-white"", ""'"", ',', ""'inspires"", ""'"", ',', ""'trembling"", ""'"", ',', ""'and"", ""'"", ',', ""'gratitude"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['part', 'film', 'feel', 'bit', 'much', 'like', 'infomercial', 'ram', 'das', 'late', 'book', 'aim', 'boomer', 'demographic']",[]
7122,7123.0,289.0,"['[', ""'robinson"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'web"", ""'"", ',', ""'of"", ""'"", ',', ""'suspense"", ""'"", ',', ""'matches"", ""'"", ',', ""'the"", ""'"", ',', ""'page-turning"", ""'"", ',', ""'frenzy"", ""'"", ',', ""'that"", ""'"", ',', ""'clancy"", ""'"", ',', ""'creates"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['mildly', 'sentimental', 'unabashedly', 'consumerist', 'studiously', 'inoffensive', 'completely', 'disposable']",[]
7140,7141.0,290.0,"['[', ""'"", 'a', ""'"", ',', ""'slight"", ""'"", ',', ""'but"", ""'"", ',', ""'sweet"", ""'"", ',', ""'film"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['movie', 'long', 'city', 'sea', 'swing', 'one', 'approach', 'end', 'stay', 'formula', 'waste', 'de', 'niro', 'mcdormand', 'good', 'actor', 'cast']",[]
7145,7146.0,291.0,"['[', ""'got"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'david"", ""'"", ',', ""'lynch"", ""'"", ',', ""'jones"", ""'"", ',', ""'"", '?', ""'"", ']']",2.0,"['predictable', 'still', 'entertaining']",[]
7152,7153.0,292.0,"['[', ""'earnest"", ""'"", ',', ""'and"", ""'"", ',', ""'tentative"", ""'"", ',', ""'even"", ""'"", ',', ""'when"", ""'"", ',', ""'it"", ""'"", ',', ""'aims"", ""'"", ',', ""'to"", ""'"", ',', ""'shock"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['venturesome', 'beautifully', 'realize', 'psychological', 'mood', 'piece', 'reveal', 'feature', 'director', 'understanding', 'expressive', 'power', 'camera']",[]
7162,7163.0,293.0,"['[', ""'time"", ""'"", ',', ""'of"", ""'"", ',', ""'favor"", ""'"", ',', ""'could"", ""'"", ',', ""'have"", ""'"", ',', ""'given"", ""'"", ',', ""'audiences"", ""'"", ',', ""'the"", ""'"", ',', ""'time"", ""'"", ',', ""'of"", ""'"", ',', ""'day"", ""'"", ',', ""'by"", ""'"", ',', ""'concentrating"", ""'"", ',', ""'on"", ""'"", ',', ""'the"", ""'"", ',', ""'elements"", ""'"", ',', ""'of"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'revealing"", ""'"", ',', ""'alienation"", ""'"", ',', ""'among"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'culture"", ""'"", ',', ""'of"", ""'"", ',', ""'people"", ""'"", ',', ""'who"", ""'"", ',', ""'sadly"", ""'"", ',', ""'are"", ""'"", ',', ""'at"", ""'"", ',', ""'hostile"", ""'"", ',', ""'odds"", ""'"", ',', ""'with"", ""'"", ',', ""'one"", ""'"", ',', ""'another"", ""'"", ',', ""'through"", ""'"", ',', ""'recklessness"", ""'"", ',', ""'and"", ""'"", ',', ""'retaliation"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['brutally', 'honest', 'documentary', 'much', 'anticipate', 'family', 'reunion', 'go', 'wrong', 'thanks', 'culture', 'shock', 'refusal', 'empathize', 'others']",[]
7212,7213.0,294.0,"['[', ""'"", '``', ""'"", ',', ""'austin"", ""'"", ',', ""'powers"", ""'"", ',', ""'in"", ""'"", ',', ""'goldmember"", ""'"", ',', ""'"", '``', ""'"", ',', ""'has"", ""'"", ',', ""'the"", ""'"", ',', ""'right"", ""'"", ',', ""'stuff"", ""'"", ',', ""'for"", ""'"", ',', ""'silly"", ""'"", ',', ""'summer"", ""'"", ',', ""'entertainment"", ""'"", ',', ""'and"", ""'"", ',', ""'has"", ""'"", ',', ""'enough"", ""'"", ',', ""'laughs"", ""'"", ',', ""'to"", ""'"", ',', ""'sustain"", ""'"", ',', ""'interest"", ""'"", ',', ""'to"", ""'"", ',', ""'the"", ""'"", ',', ""'end"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['movie', 'impressed', 'solemn', 'insight', 'work', 'much', 'entertainment', 'value']",[]
7241,7242.0,295.0,"['[', ""'what"", ""'"", ',', ""'puzzles"", ""'"", ',', ""'me"", ""'"", ',', ""'is"", ""'"", ',', ""'the"", ""'"", ',', ""'lack"", ""'"", ',', ""'of"", ""'"", ',', ""'emphasis"", ""'"", ',', ""'on"", ""'"", ',', ""'music"", ""'"", ',', ""'in"", ""'"", ',', ""'britney"", ""'"", ',', ""'spears"", ""'"", ',', '``', ""'"", ""''"", ',', ""'first"", ""'"", ',', ""'movie"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['problem', 'movie', 'angel', 'tendency', 'slip', 'hokum']",[]
7261,7262.0,296.0,"['[', ""'the"", ""'"", ',', ""'filmmakers"", ""'"", ',', ""'might"", ""'"", ',', ""'want"", ""'"", ',', ""'to"", ""'"", ',', ""'look"", ""'"", ',', ""'it"", ""'"", ',', ""'up"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['strange', 'beautiful', 'film']",[]
7268,7269.0,297.0,"['[', ""'while"", ""'"", ',', ""'maintaining"", ""'"", ',', ""'the"", ""'"", ',', ""'appearance"", ""'"", ',', ""'of"", ""'"", ',', ""'clinical"", ""'"", ',', ""'objectivity"", ""'"", ',', ""'"", ',', ""'"", ',', ""'this"", ""'"", ',', ""'sad"", ""'"", ',', ""'"", ',', ""'"", ',', ""'occasionally"", ""'"", ',', ""'horrifying"", ""'"", ',', ""'but"", ""'"", ',', ""'often"", ""'"", ',', ""'inspiring"", ""'"", ',', ""'film"", ""'"", ',', ""'is"", ""'"", ',', ""'among"", ""'"", ',', ""'wiseman"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'warmest"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['suppose', 'romantic', 'comedy', 'suffer', 'much', 'norma', 'rae', 'enough', 'pretty', 'woman']",[]
7297,7298.0,298.0,"['[', ""'there"", ""'"", ',', ""'is"", ""'"", ',', ""'simply"", ""'"", ',', ""'no"", ""'"", ',', ""'doubt"", ""'"", ',', ""'that"", ""'"", ',', ""'this"", ""'"", ',', ""'film"", ""'"", ',', ""'asks"", ""'"", ',', ""'the"", ""'"", ',', ""'right"", ""'"", ',', ""'questions"", ""'"", ',', ""'at"", ""'"", ',', ""'the"", ""'"", ',', ""'right"", ""'"", ',', ""'time"", ""'"", ',', ""'in"", ""'"", ',', ""'the"", ""'"", ',', ""'history"", ""'"", ',', ""'of"", ""'"", ',', ""'our"", ""'"", ',', ""'country"", ""'"", ',', ""'"", '.', ""'"", ']']",4.0,"['apart', 'considerable', 'achievement']",[]
7322,7323.0,299.0,"['[', ""'"", 'a', ""'"", ',', ""'dreary"", ""'"", ',', ""'movie"", ""'"", ',', ""'"", '.', ""'"", ']']",0.0,"['nakata', 'technique', 'imply', 'terror', 'suggestion', 'rather', 'overuse', 'special', 'effect']",[]
7326,7327.0,300.0,"['[', ""'sadly"", ""'"", ',', ""'"", ',', ""'"", ',', ""'though"", ""'"", ',', ""'many"", ""'"", ',', ""'of"", ""'"", ',', ""'the"", ""'"", ',', ""'actors"", ""'"", ',', ""'throw"", ""'"", ',', ""'off"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'spark"", ""'"", ',', ""'or"", ""'"", ',', ""'two"", ""'"", ',', ""'when"", ""'"", ',', ""'they"", ""'"", ',', ""'first"", ""'"", ',', ""'appear"", ""'"", ',', ""'"", ',', ""'"", ',', ""'they"", ""'"", ',', ""'ca"", ""'"", ',', '``', ""n't"", ""''"", ',', ""'generate"", ""'"", ',', ""'enough"", ""'"", ',', ""'heat"", ""'"", ',', ""'in"", ""'"", ',', ""'this"", ""'"", ',', ""'cold"", ""'"", ',', ""'vacuum"", ""'"", ',', ""'of"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'comedy"", ""'"", ',', ""'to"", ""'"", ',', ""'start"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'reaction"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['excruciatingly', 'unfunny', 'pitifully', 'unromantic']",[]
7368,7369.0,301.0,"['[', ""'to"", ""'"", ',', ""'the"", ""'"", ',', ""'filmmakers"", ""'"", ',', ""'"", ',', ""'"", ',', ""'ivan"", ""'"", ',', ""'is"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'prince"", ""'"", ',', ""'of"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'fellow"", ""'"", ',', ""'"", ',', ""'"", ',', ""'but"", ""'"", ',', ""'he"", ""'"", ',', ""'comes"", ""'"", ',', ""'across"", ""'"", ',', ""'as"", ""'"", ',', ""'shallow"", ""'"", ',', ""'and"", ""'"", ',', ""'glib"", ""'"", ',', ""'though"", ""'"", ',', ""'not"", ""'"", ',', ""'mean-spirited"", ""'"", ',', ""'"", ',', ""'"", ',', ""'and"", ""'"", ',', ""'there"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'no"", ""'"", ',', ""'indication"", ""'"", ',', ""'that"", ""'"", ',', ""'he"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'been"", ""'"", ',', ""'responsible"", ""'"", ',', ""'for"", ""'"", ',', ""'putting"", ""'"", ',', ""'together"", ""'"", ',', ""'any"", ""'"", ',', ""'movies"", ""'"", ',', ""'of"", ""'"", ',', ""'particular"", ""'"", ',', ""'value"", ""'"", ',', ""'or"", ""'"", ',', ""'merit"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['entirely', 'appropriately', 'tale', 'unfolds', 'like', 'lazy', 'summer', 'afternoon', 'conclude', 'crisp', 'clarity', 'fall', 'dawn']",[]
7421,7422.0,302.0,"['[', ""'using"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'stock"", ""'"", ',', ""'plot"", ""'"", ',', ""'"", ',', ""'"", ',', ""'about"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'boy"", ""'"", ',', ""'injects"", ""'"", ',', ""'just"", ""'"", ',', ""'enough"", ""'"", ',', ""'freshness"", ""'"", ',', ""'into"", ""'"", ',', ""'the"", ""'"", ',', ""'proceedings"", ""'"", ',', ""'to"", ""'"", ',', ""'provide"", ""'"", ',', ""'an"", ""'"", ',', ""'enjoyable"", ""'"", ',', ""'100"", ""'"", ',', ""'minutes"", ""'"", ',', ""'in"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'movie"", ""'"", ',', ""'theater"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['forewarn', 'depress', 'anything', 'watch', 'film', 'may', 'end', 'try', 'drown', 'lake', 'afterwards']",[]
7451,7452.0,303.0,"['[', ""'beating"", ""'"", ',', ""'the"", ""'"", ',', ""'austin"", ""'"", ',', ""'powers"", ""'"", ',', ""'films"", ""'"", ',', ""'at"", ""'"", ',', ""'their"", ""'"", ',', ""'own"", ""'"", ',', ""'game"", ""'"", ',', ""'"", ',', ""'"", ',', ""'this"", ""'"", ',', ""'blaxploitation"", ""'"", ',', ""'spoof"", ""'"", ',', ""'downplays"", ""'"", ',', ""'the"", ""'"", ',', ""'raunch"", ""'"", ',', ""'in"", ""'"", ',', ""'favor"", ""'"", ',', ""'of"", ""'"", ',', ""'gags"", ""'"", ',', ""'that"", ""'"", ',', ""'rely"", ""'"", ',', ""'on"", ""'"", ',', ""'the"", ""'"", ',', ""'strength"", ""'"", ',', ""'of"", ""'"", ',', ""'their"", ""'"", ',', ""'own"", ""'"", ',', ""'cleverness"", ""'"", ',', ""'as"", ""'"", ',', ""'opposed"", ""'"", ',', ""'to"", ""'"", ',', ""'the"", ""'"", ',', ""'extent"", ""'"", ',', ""'of"", ""'"", ',', ""'their"", ""'"", ',', ""'outrageousness"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['although', 'estela', 'bravo', 'documentary', 'cloyingly', 'hagiographic', 'portrait', 'cuban', 'leader', 'fidel', 'castro', 'still', 'guilty', 'pleasure', 'watch']",[]
7499,7500.0,304.0,"['[', ""'what"", ""'"", ',', ""'begins"", ""'"", ',', ""'as"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'conventional"", ""'"", ',', ""'thriller"", ""'"", ',', ""'evolves"", ""'"", ',', ""'into"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'gorgeously"", ""'"", ',', ""'atmospheric"", ""'"", ',', ""'meditation"", ""'"", ',', ""'on"", ""'"", ',', ""'life-changing"", ""'"", ',', ""'chance"", ""'"", ',', ""'encounters"", ""'"", ',', ""'"", '.', ""'"", ']']",3.0,"['story', 'pathetic', 'gag', 'puerile']",[]
7523,7524.0,305.0,"['[', ""'buy"", ""'"", ',', ""'popcorn"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['lot', 'talent', 'waste', 'crass', 'endeavor']",[]
7527,7528.0,306.0,"['[', ""'"", 'a', ""'"", ',', ""'late-night"", ""'"", ',', ""'cable"", ""'"", ',', ""'sexploitation"", ""'"", ',', ""'romp"", ""'"", ',', ""'masquerading"", ""'"", ',', ""'as"", ""'"", ',', ""'"", 'a', ""'"", ',', ""'thriller"", ""'"", ',', ""'about"", ""'"", ',', ""'the"", ""'"", ',', ""'ruthless"", ""'"", ',', ""'social"", ""'"", ',', ""'order"", ""'"", ',', ""'that"", ""'"", ',', ""'governs"", ""'"", ',', ""'college"", ""'"", ',', ""'cliques"", ""'"", ',', ""'"", '.', ""'"", ']']",2.0,"['deliberateness', 'film', 'although', 'leaven', 'nicely', 'dry', 'absurdist', 'wit', 'eventually', 'become', 'heavy', 'plot']",[]
7554,7555.0,307.0,"['[', ""'"", 'a', ""'"", ',', ""'well-intentioned"", ""'"", ',', ""'effort"", ""'"", ',', ""'that"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'still"", ""'"", ',', ""'too"", ""'"", ',', ""'burdened"", ""'"", ',', ""'by"", ""'"", ',', ""'the"", ""'"", ',', ""'actor"", ""'"", ',', '``', ""'s"", ""''"", ',', ""'offbeat"", ""'"", ',', ""'sensibilities"", ""'"", ',', ""'for"", ""'"", ',', ""'the"", ""'"", ',', ""'earnest"", ""'"", ',', ""'emotional"", ""'"", ',', ""'core"", ""'"", ',', ""'to"", ""'"", ',', ""'emerge"", ""'"", ',', ""'with"", ""'"", ',', ""'any"", ""'"", ',', ""'degree"", ""'"", ',', ""'of"", ""'"", ',', ""'accessibility"", ""'"", ',', ""'"", '.', ""'"", ']']",1.0,"['action', 'scene', 'suspense', 'pileup', 'plot', 'hole', 'big', 'enough', 'train', 'car', 'drive', 'kaos', 'blow']",[]
